year,CO2_price,location,total_cost,EU_TS_penalty,FuelEU_penalty,amount_VLSFO,amount_MDO,amount_BIO-DIESEL,amount_LNG,amount_E-METHANOL
2045,190,Intra,1997221.816,365484.0,863953.39,,600.0,,,211.05527638190955
2045,190,Inter,782622.559,91371.0,215988.35,,300.0,,,105.52763819095478
2045,190,Berth,291025.0,213199.0,253086.35,,,,,
2050,90,Intra,20267088.7,2090155.61,14057731.87,5743.90243902439,1500.0,,,
2050,90,Inter,6633629.378,522187.02,3514299.23,2819.512195121951,800.0,,,
2050,90,Berth,831500.0,288540.0,3272983.36,,,,,
2050,90,Intra,6957012.955,686865.94,4682103.04,1180.487749463548,1200.0,4.733321931145914e-05,,
2050,90,Inter,2307980.692,171716.49,1170525.77,590.2439024390244,600.0,0.0,,
2050,90,Berth,582050.0,201978.0,1402707.16,,,,,
2050,90,Intra,3282727.154,301918.38,2099741.21,,1000.0,,54.054054054054056,
2050,90,Inter,1519668.504,100564.05,692128.23,,500.0,,229.72972972972974,
2050,90,Berth,498900.0,173124.0,794867.39,,,,,
2050,90,Intra,2227456.421,173124.0,1286548.0,,600.0,,,211.05527638190955
2050,90,Inter,792091.211,43281.0,321637.0,,300.0,,,105.52763819095478
2050,90,Berth,291025.0,100989.0,327298.34,,,,,
2050,110,Intra,20731567.725,2554634.63,14057731.87,5743.90243902439,1500.0,,,
2050,110,Inter,6865712.5,638228.59,3514299.23,2819.512195121951,800.0,,,
2050,110,Berth,831500.0,352660.0,3272983.36,,,,,
2050,110,Intra,7109649.792,839502.83,4682103.06,1180.4878048780488,1200.0,0.0,,
2050,110,Inter,2384299.131,209875.71,1170525.77,590.2439024390244,600.0,0.0,,
2050,110,Berth,582050.0,246862.0,1402707.16,,,,,
2050,110,Intra,3349820.127,369011.35,2099741.21,,1000.0,,54.054054054054056,
2050,110,Inter,1564363.639,122911.62,692128.23,,500.0,,229.72972972972974,
2050,110,Berth,498900.0,211596.0,794867.39,,,,,
2050,110,Intra,2265928.421,211596.0,1286548.0,,600.0,,,211.05527638190955
2050,110,Inter,811327.211,52899.0,321637.0,,300.0,,,105.52763819095478
2050,110,Berth,291025.0,123431.0,327298.34,,,,,
2050,130,Intra,21196046.749,3019113.66,14057731.87,5743.90243902439,1500.0,,,
2050,130,Inter,7097795.622,754270.15,3514299.23,2819.512195121951,800.0,,,
2050,130,Berth,831500.0,416780.0,3272983.36,,,,,
2050,130,Intra,7262286.67,992139.71,4682103.06,1180.4878048780488,1200.0,0.0,,
2050,130,Inter,2460617.57,248034.93,1170525.77,590.2439024390244,600.0,0.0,,
2050,130,Berth,582050.0,291746.0,1402707.16,,,,,
2050,130,Intra,3416913.1,436104.32,2099741.21,,1000.0,,54.054054054054056,
2050,130,Inter,1609058.775,145259.19,692128.23,,500.0,,229.72972972972974,
2050,130,Berth,498900.0,250068.0,794867.39,,,,,
2050,130,Intra,2304400.421,250068.0,1286548.0,,600.0,,,211.05527638190955
2050,130,Inter,830563.211,62517.0,321637.0,,300.0,,,105.52763819095478
2050,130,Berth,291025.0,145873.0,327298.34,,,,,
2050,150,Intra,21660525.773,3483592.68,14057731.87,5743.90243902439,1500.0,,,
2050,150,Inter,7329878.744,870311.71,3514299.23,2819.512195121951,800.0,,,
2050,150,Berth,831500.0,480900.0,3272983.36,,,,,
2050,150,Intra,7414923.548,1144776.59,4682103.06,1180.4878048780488,1200.0,0.0,,
2050,150,Inter,2536936.009,286194.15,1170525.77,590.2439024390244,600.0,0.0,,
2050,150,Berth,582050.0,336630.0,1402707.16,,,,,
2050,150,Intra,3484006.073,503197.3,2099741.21,,1000.0,,54.054054054054056,
2050,150,Inter,1653753.91,167606.76,692128.23,,500.0,,229.72972972972974,
2050,150,Berth,498900.0,288540.0,794867.39,,,,,
2050,150,Intra,2342872.421,288540.0,1286548.0,,600.0,,,211.05527638190955
2050,150,Inter,849799.211,72135.0,321637.0,,300.0,,,105.52763819095478
2050,150,Berth,291025.0,168315.0,327298.34,,,,,
2050,170,Intra,22125004.798,3948071.71,14057731.87,5743.90243902439,1500.0,,,
2050,170,Inter,7561961.866,986353.27,3514299.23,2819.512195121951,800.0,,,
2050,170,Berth,831500.0,545020.0,3272983.36,,,,,
2050,170,Intra,7567560.436,1297413.45,4682103.05,1180.4877837637864,1200.0,1.8035099172900953e-05,,
2050,170,Inter,2613254.448,324353.37,1170525.77,590.2439024390244,600.0,0.0,,
2050,170,Berth,582050.0,381514.0,1402707.16,,,,,
2050,170,Intra,3551099.046,570290.27,2099741.21,,1000.0,,54.054054054054056,
2050,170,Inter,1698449.045,189954.32,692128.23,,500.0,,229.72972972972974,
2050,170,Berth,498900.0,327012.0,794867.39,,,,,
2050,170,Intra,2381344.421,327012.0,1286548.0,,600.0,,,211.05527638190955
2050,170,Inter,869035.211,81753.0,321637.0,,300.0,,,105.52763819095478
2050,170,Berth,291025.0,190757.0,327298.34,,,,,
2050,190,Intra,22589483.822,4412550.73,14057731.87,5743.90243902439,1500.0,,,
2050,190,Inter,7794044.988,1102394.83,3514299.23,2819.512195121951,800.0,,,
2050,190,Berth,831500.0,609140.0,3272983.36,,,,,
2050,190,Intra,7720197.304,1450050.34,4682103.06,1180.4878048780488,1200.0,0.0,,
2050,190,Inter,2689572.887,362512.59,1170525.77,590.2439024390244,600.0,0.0,,
2050,190,Berth,582050.0,426398.0,1402707.16,,,,,
2050,190,Intra,3618192.019,637383.24,2099741.21,,1000.0,,54.054054054054056,
2050,190,Inter,1743144.18,212301.89,692128.23,,500.0,,229.72972972972974,
2050,190,Berth,498900.0,365484.0,794867.39,,,,,
2050,190,Intra,2419816.421,365484.0,1286548.0,,600.0,,,211.05527638190955
2050,190,Inter,888271.211,91371.0,321637.0,,300.0,,,105.52763819095478
2050,190,Berth,291025.0,213199.0,327298.34,,,,,
